id,scrapedrecipeguid,name,modelledname
2985,bdfe0237-242b-4ba5-9462-56eb9a3a17f1,"200g skinless sustainable white fish, such as pollock",fish
2986,bdfe0237-242b-4ba5-9462-56eb9a3a17f1,100g raw king prawn,100g raw king prawn
2987,bdfe0237-242b-4ba5-9462-56eb9a3a17f1,"2 pak choi, leaves separated","pak choi, leaves separated"
2988,bdfe0237-242b-4ba5-9462-56eb9a3a17f1,handful coriander leaves,coriander leaves
2989,0a5cacf5-1191-412f-810c-ff8c51972ef3,100g couscous,couscous
2990,0a5cacf5-1191-412f-810c-ff8c51972ef3,"220g can chickpea, rinsed and drained",chickpea
2991,0a5cacf5-1191-412f-810c-ff8c51972ef3,100ml hot chicken stock,chicken stock
2992,0a5cacf5-1191-412f-810c-ff8c51972ef3,zest and juice 1 lemon,lemon
2993,0a5cacf5-1191-412f-810c-ff8c51972ef3,"1 roasted red pepper, chopped",red pepper
2994,0a5cacf5-1191-412f-810c-ff8c51972ef3,25g flaked toasted almonds,flaked almonds
2995,0a5cacf5-1191-412f-810c-ff8c51972ef3,"handful mint leaves, chopped",mint leaves
2996,0a5cacf5-1191-412f-810c-ff8c51972ef3,2 tbsp natural Greek yogurt,natural Greek yogurt
2997,0a5cacf5-1191-412f-810c-ff8c51972ef3,1 tsp harissa,tsp harissa
2998,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,350g short pasta shapes (we used orzo ),pasta
2999,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,1 chicken stock cube,chicken stock cube
3000,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,1 tsp turmeric or a large pinch of saffron strands,turmeric saffron strands
3001,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,"85g chorizo, diced",chorizo
3002,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,200g pack mixed cooked seafood,pack mixed cooked seafood
3003,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,"2 roasted red pepper,from a jar, sliced",red pepper
3004,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,100g frozen pea,pea
3005,61b0d051-f6fb-42e8-bf24-89c93f0ea36e,2 tbsp chopped parsley,parsley
3006,83a8c920-3cf9-4204-894f-ade295977c31,1 tbsp olive oil,olive oil
3007,83a8c920-3cf9-4204-894f-ade295977c31,"8 chipolata, meat squeezed out and rolled into balls",chipolata
3008,83a8c920-3cf9-4204-894f-ade295977c31,3 egg,egg
3009,83a8c920-3cf9-4204-894f-ade295977c31,"50g Parmesan, grated, plus extra to serve (optional)",50g Parmesan
3010,83a8c920-3cf9-4204-894f-ade295977c31,300g spaghetti,spaghetti
3011,83a8c920-3cf9-4204-894f-ade295977c31,"1 head broccoli, broken into small florets",broccoli
3012,83a8c920-3cf9-4204-894f-ade295977c31,"2 garlic clove, crushed",garlic
3013,1ad183ea-ebf7-4445-a756-b86398cfd474,1 tsp peppercorn,tsp peppercorn
3014,1ad183ea-ebf7-4445-a756-b86398cfd474,200ml white wine vinegar,200ml white wine vinegar
3015,1ad183ea-ebf7-4445-a756-b86398cfd474,"1 fennel bulb, thinly sliced",fennel bulb
3016,1ad183ea-ebf7-4445-a756-b86398cfd474,2 bay leaf,bay leaf
3017,1ad183ea-ebf7-4445-a756-b86398cfd474,few parsley stalks (from the bunch used for the salsa verde),parsley
3018,1ad183ea-ebf7-4445-a756-b86398cfd474,"1kg/2lb 4oz piece British salmon fillet, skin on",1kg/2lb 4oz piece British salmon fillet
3019,1ad183ea-ebf7-4445-a756-b86398cfd474,few lemon slices,lemon
3020,1ad183ea-ebf7-4445-a756-b86398cfd474,3 or 4 garlic clove,garlic
3021,1ad183ea-ebf7-4445-a756-b86398cfd474,"5 anchovy fillets, rinsed if packed in salt",anchovy fillets
3022,1ad183ea-ebf7-4445-a756-b86398cfd474,zest and juice 2 unwaxed lemons,zest and juice 2 unwaxed lemons
3023,1ad183ea-ebf7-4445-a756-b86398cfd474,"large bunch flat-leaf parsley, leaves and stems",parsley
3024,1ad183ea-ebf7-4445-a756-b86398cfd474,"large bunch basil, leaves and stems",basil
3025,1ad183ea-ebf7-4445-a756-b86398cfd474,4 tbsp caper drained and rinsed,caper drained and rinsed
3026,1ad183ea-ebf7-4445-a756-b86398cfd474,6 tbsp rapeseed or extra-virgin olive oil,rapeseed olive oil
3027,1ad183ea-ebf7-4445-a756-b86398cfd474,"steamed Jersey Royal potatoes, buttered, and asparagus, to serve",Royal potatoes
3028,f5a6b070-33e4-4623-9054-8e0bb9fdb0ff,4 egg white,egg
3029,f5a6b070-33e4-4623-9054-8e0bb9fdb0ff,140g caster sugar,caster sugar
3030,f5a6b070-33e4-4623-9054-8e0bb9fdb0ff,2 tbsp plain flour,flour
3031,f5a6b070-33e4-4623-9054-8e0bb9fdb0ff,140g ground almond,almond
3032,2648c277-214a-4db5-97d0-8e82c904a071,1 tbsp sunflower oil,sunflower oil
3033,2648c277-214a-4db5-97d0-8e82c904a071,"175g chestnut mushroom, diced",chestnut mushroom
3034,2648c277-214a-4db5-97d0-8e82c904a071,"1 garlic clove, crushed",garlic
3035,2648c277-214a-4db5-97d0-8e82c904a071,"12 semi-dried tomato pieces in oil, drained well",tomato
3036,2648c277-214a-4db5-97d0-8e82c904a071,50g dried white breadcrumb,white breadcrumb
3037,2648c277-214a-4db5-97d0-8e82c904a071,"25g walnut, roughly chopped",walnut
3038,2648c277-214a-4db5-97d0-8e82c904a071,"small bunch parsley, leaves finely chopped","parsley, leaves finely chopped"
3039,2648c277-214a-4db5-97d0-8e82c904a071,1 tsp dried chilli flakes,tsp dried chilli flakes
3040,2648c277-214a-4db5-97d0-8e82c904a071,4 tsp fresh pesto,pesto
3041,2648c277-214a-4db5-97d0-8e82c904a071,2 small red or yellow pepper,pepper
3042,b259cb94-356f-434a-9f29-054746a82a16,50g butter,butter
3043,b259cb94-356f-434a-9f29-054746a82a16,"200g onion, sliced",onion
3044,b259cb94-356f-434a-9f29-054746a82a16,"8 rashers back or streaky bacon, chopped",rashers back bacon
3045,b259cb94-356f-434a-9f29-054746a82a16,"&#189; large cabbage, or a few handfuls sprouts, shredded",cabbage sprouts
3046,b259cb94-356f-434a-9f29-054746a82a16,"500g leftover roast or boiled potato, mashed",blank
3047,b259cb94-356f-434a-9f29-054746a82a16,"200g leftover roast turnip, parsnips, carrots (or any veg really), roughly chopped, then mashed",200g leftover roast turnip
3048,b259cb94-356f-434a-9f29-054746a82a16,"2 egg, beaten",egg
3049,b259cb94-356f-434a-9f29-054746a82a16,"200g plain flour, well seasoned, plus a little extra for shaping",plain flour
3050,b259cb94-356f-434a-9f29-054746a82a16,200g fresh white breadcrumb,white breadcrumb
3051,b259cb94-356f-434a-9f29-054746a82a16,"2 egg, beaten with a pinch of salt and a little water",egg salt
3052,b259cb94-356f-434a-9f29-054746a82a16,"sunflower or vegetable oil, for frying",blank
3053,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,3 large egg,egg
3054,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,"130g can tuna in olive oil, oil reserved",tuna
3055,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,1 large flute or baguette measuring approx 54cm,flute
3056,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,2 tbsp mayonnaise,mayonnaise
3057,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,"3 tomato, ends trimmed, thickly sliced",tomato
3058,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,12-24 basil leaves (depending on how herby you like it),basil leaves
3059,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,12 pitted Kalamata olive,Kalamata olive
3060,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,8 anchovy fillets,anchovy
3061,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,"1 shallot, finely chopped",shallot
3062,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,3 tbsp olive oil,olive oil
3063,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,1 tbsp white wine vinegar,white wine vinegar
3064,445cf0f4-f7bb-49af-8061-8fb8f85cdc1d,&#189; tsp Dijon mustard,Dijon mustard
3065,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,100ml olive oil,olive oil
3066,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,"2 tbsp fresh thyme leaves, plus a few extra for scattering",thyme leaves
3067,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,"4 garlic clove, sliced",garlic
3068,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,&#188; tsp dried chilli flakes,&#188; tsp dried chilli flakes
3069,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,"140g semi-dried tomato in olive oil, drained",tomato oil
3070,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,175g pack or jar artichoke heart in oil,blank
3071,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,2 x 200g packs feta cheese,x 200g packs feta cheese
3072,b5966d6f-bc9d-442d-bd8a-fe88c1d85bd0,85g Kalamata olive,Kalamata olive
3073,222df96a-f38e-433d-96f5-5e0d5f7898a5,4 skin-on salmon fillet,salmon
3074,222df96a-f38e-433d-96f5-5e0d5f7898a5,"1 head broccoli, broken into florets",broccoli
3075,222df96a-f38e-433d-96f5-5e0d5f7898a5,"juice &#189; lemon, &#189; lemon quartered",juice lemon lemon quartered
3076,222df96a-f38e-433d-96f5-5e0d5f7898a5,"small bunch spring onions, sliced",onions
3077,222df96a-f38e-433d-96f5-5e0d5f7898a5,2 tbsp soy sauce,soy sauce
3078,73c0ba7a-fe51-41b4-9356-86258cbf72b8,"1 ready-roasted chicken, about 950g",ready-roasted chicken
3079,73c0ba7a-fe51-41b4-9356-86258cbf72b8,2 x packs 4 mini coriander and garlic naan bread,x packs 4 mini coriander and garlic naan bread
3080,73c0ba7a-fe51-41b4-9356-86258cbf72b8,150ml yogurt,yogurt
3081,73c0ba7a-fe51-41b4-9356-86258cbf72b8,150ml light mayonnaise,light mayonnaise
3082,73c0ba7a-fe51-41b4-9356-86258cbf72b8,1 tbsp mild curry powder,curry powder
3083,73c0ba7a-fe51-41b4-9356-86258cbf72b8,4 tbsp mango chutney,mango chutney
3084,73c0ba7a-fe51-41b4-9356-86258cbf72b8,"small bunch coriander, roughly chopped, plus extra to serve",coriander
3085,73c0ba7a-fe51-41b4-9356-86258cbf72b8,"2 large carrot, grated",carrot
3086,73c0ba7a-fe51-41b4-9356-86258cbf72b8,"1 red cabbage, shredded",cabbage
3087,73c0ba7a-fe51-41b4-9356-86258cbf72b8,2 tsp black mustard seed,tsp black mustard seed
3088,f276feb2-668e-4683-ac66-212bfddb2aee,50g butter,butter
3089,f276feb2-668e-4683-ac66-212bfddb2aee,50g brown sugar,brown sugar
3090,f276feb2-668e-4683-ac66-212bfddb2aee,50g golden syrup,golden syrup
3091,f276feb2-668e-4683-ac66-212bfddb2aee,"50g plain flour, sifted",plain flour
3092,f276feb2-668e-4683-ac66-212bfddb2aee,&#188; tsp ground ginger,tsp ginger
3093,f276feb2-668e-4683-ac66-212bfddb2aee,"half a lemon, zest and 1 tsp juice",lemon
3094,f276feb2-668e-4683-ac66-212bfddb2aee,1 tsp brandy,brandy
3095,f276feb2-668e-4683-ac66-212bfddb2aee,"sunflower or vegetable oil, for greasing",blank
3096,f91eb110-9aaa-42c8-bea7-403dbf65f282,"8 chicken thigh, skin on",chicken thigh
3097,f91eb110-9aaa-42c8-bea7-403dbf65f282,"800g potato, cut into chunks",potato
3098,f91eb110-9aaa-42c8-bea7-403dbf65f282,"1 garlic bulb, broken into cloves, skin left on",garlic
3099,f91eb110-9aaa-42c8-bea7-403dbf65f282,2 tbsp olive oil,olive oil
3100,f91eb110-9aaa-42c8-bea7-403dbf65f282,200ml chicken stock,chicken stock
3101,f91eb110-9aaa-42c8-bea7-403dbf65f282,"1 lemon, halved",lemon
3102,f91eb110-9aaa-42c8-bea7-403dbf65f282,"2 courgette, cut into thick batons",courgette
3103,f91eb110-9aaa-42c8-bea7-403dbf65f282,"1 red chilli, deseeded and sliced",red chilli
3104,f91eb110-9aaa-42c8-bea7-403dbf65f282,"large handful basil leaves, torn",basil leaves
3105,52a1cd54-f196-42a7-bd04-007a8bc3986f,500g raspberry,raspberry
3106,52a1cd54-f196-42a7-bd04-007a8bc3986f,500g caster sugar,caster sugar
3107,52a1cd54-f196-42a7-bd04-007a8bc3986f,3 tbsp red wine vinegar,red wine vinegar
3108,858735d1-f719-4411-8e2e-21e6b8db0295,1 tsp garlic salt,garlic salt
3109,858735d1-f719-4411-8e2e-21e6b8db0295,2 tbsp smoked paprika,smoked paprika
3110,858735d1-f719-4411-8e2e-21e6b8db0295,good pinch of sugar,sugar
3111,858735d1-f719-4411-8e2e-21e6b8db0295,500g salmon fillet,salmon
3112,858735d1-f719-4411-8e2e-21e6b8db0295,200ml fat-free yogurt,yogurt
3113,858735d1-f719-4411-8e2e-21e6b8db0295,1 tbsp chipotle paste or hot chilli sauce,chipotle paste
3114,858735d1-f719-4411-8e2e-21e6b8db0295,juice 1 lime,lime
3115,858735d1-f719-4411-8e2e-21e6b8db0295,"8 small soft flour tortilla, warmed",flour tortilla
3116,858735d1-f719-4411-8e2e-21e6b8db0295,"&#188; small green cabbage, finely shredded",green cabbage
3117,858735d1-f719-4411-8e2e-21e6b8db0295,"small bunch coriander, picked into sprigs",coriander
3118,858735d1-f719-4411-8e2e-21e6b8db0295,"few pickled jalapeno chillies, sliced",jalapeno chillies
3119,858735d1-f719-4411-8e2e-21e6b8db0295,"lime wedges, to serve","lime wedges, to serve"
3120,858735d1-f719-4411-8e2e-21e6b8db0295,"hot chilli sauce to serve, (optional)",chilli sauce
3121,26b8a5ac-d3ab-45e3-afe4-c1a92bbe85ad,320g all-butter puff pastry sheet,all-butter pastry
3122,26b8a5ac-d3ab-45e3-afe4-c1a92bbe85ad,4 tbsp ground almond,almond
3123,26b8a5ac-d3ab-45e3-afe4-c1a92bbe85ad,"800g plum, halved and stoned",800g plum
3124,26b8a5ac-d3ab-45e3-afe4-c1a92bbe85ad,25g flaked almond,almond
3125,26b8a5ac-d3ab-45e3-afe4-c1a92bbe85ad,"3 tbsp caster sugar, plus extra to serve",caster sugar
3126,5510fa29-2851-404f-a258-7b4909bf7183,"500g medium new potato (Jersey royals if you can get them), thickly sliced",potato
3127,5510fa29-2851-404f-a258-7b4909bf7183,"200g green bean, trimmed",green bean
3128,5510fa29-2851-404f-a258-7b4909bf7183,1 tbsp lemon juice,lemon juice
3129,5510fa29-2851-404f-a258-7b4909bf7183,1 tsp clear honey,tsp clear honey
3130,5510fa29-2851-404f-a258-7b4909bf7183,1 tsp wholegrain mustard,tsp wholegrain mustard
3131,5510fa29-2851-404f-a258-7b4909bf7183,3 tbsp olive oil,olive oil
3132,5510fa29-2851-404f-a258-7b4909bf7183,"4 spring onion, thinly sliced",spring onion
3133,43fadeec-a482-4012-aef1-201e1b4450dd,"450g dried white beans, such as haricot or cannellini, soaked overnight in water",white beans
3134,43fadeec-a482-4012-aef1-201e1b4450dd,"4 garlic clove, 3 left whole, 1 crushed",garlic
3135,43fadeec-a482-4012-aef1-201e1b4450dd,2 bay leaf,bay leaf
3136,43fadeec-a482-4012-aef1-201e1b4450dd,"1 tsp thyme leaf, chopped, plus extra to serve",tsp thyme leaf
3137,43fadeec-a482-4012-aef1-201e1b4450dd,6 tbsp olive oil,olive oil
3138,43fadeec-a482-4012-aef1-201e1b4450dd,"100g good white bread, diced",white bread
3139,43fadeec-a482-4012-aef1-201e1b4450dd,"100g cooking chorizo, skinned and chopped into small chunks",blank
3140,43fadeec-a482-4012-aef1-201e1b4450dd,"1 onion, sliced",onion
3141,43fadeec-a482-4012-aef1-201e1b4450dd,3 tsp paprika,tsp paprika
3142,43fadeec-a482-4012-aef1-201e1b4450dd,1l chicken stock,chicken stock
3143,43fadeec-a482-4012-aef1-201e1b4450dd,"small handful parsley, chopped",parsley
3144,43fadeec-a482-4012-aef1-201e1b4450dd,"6 hake fillets, about 125g/5oz each",hake fillets
3145,fce588a2-0ee9-4ca6-94cd-6d541cfb499a,3 tbsp hoisin sauce,hoisin sauce
3146,fce588a2-0ee9-4ca6-94cd-6d541cfb499a,1 tbsp clear honey,honey
3147,fce588a2-0ee9-4ca6-94cd-6d541cfb499a,1 tsp wholegrain mustard,tsp wholegrain mustard
3148,fce588a2-0ee9-4ca6-94cd-6d541cfb499a,1 tbsp sesame seed,sesame seed
3149,fce588a2-0ee9-4ca6-94cd-6d541cfb499a,30 cocktail sausage,cocktail sausage
3150,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,"1 onion, chopped",onion
3151,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,1 tbsp olive oil,olive oil
3152,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,"2 courgette, sliced",courgette
3153,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,"1 aubergine, diced",aubergine
3154,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,"450g fresh tomato, chopped (or a 400g can chopped tomatoes)",tomato
3155,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,200g risotto rice,risotto rice
3156,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,2 egg,egg
3157,da19b2c1-b4c5-4517-bb9f-aa0834aa15bd,"140g cheddar, grated",blank
3158,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,2 chicken breast,chicken breast
3159,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,200ml 0% fat Greek yogurt,0% yogurt
3160,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,2 tsp mild curry powder,tsp curry powder
3161,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,juice &#189; lemon,juice lemon
3162,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,"small handful mint leaves, most chopped",mint leaves
3163,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,"400g can chickpea, drained and rinsed",chickpea
3164,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,"100g cherry tomato, quartered",tomato
3165,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,"1 small red onion, chopped",red onion
3166,f3e1dee0-761f-4f98-bd0f-2bacc0ad770c,"1 tbsp peanut, crushed",peanut
3167,90d8518c-f3d8-4336-b299-79406b86653f,1&#189; kg small-ish Desir&#233;e potato,kg potato
3168,90d8518c-f3d8-4336-b299-79406b86653f,"4 tbsp olive oil, plus extra for drizzling",olive oil
3169,90d8518c-f3d8-4336-b299-79406b86653f,"6 spring onion, thinly sliced",spring onion
3170,90d8518c-f3d8-4336-b299-79406b86653f,1 tbsp fresh thyme leaf,thyme leaf
3171,90d8518c-f3d8-4336-b299-79406b86653f,2 tbsp salad cream,salad cream
3172,90d8518c-f3d8-4336-b299-79406b86653f,4 tbsp soured cream,soured cream
3173,4f98d249-0727-4c0a-bcac-6dd3ef581908,"1&#189; kg celeriac, peeled and cut into chunks",kg celeriac
3174,4f98d249-0727-4c0a-bcac-6dd3ef581908,200g smoked bacon lardon,bacon
3175,4f98d249-0727-4c0a-bcac-6dd3ef581908,"250g cavolo nero or green cabbage, finely shredded",cavolo cabbage
3176,4f98d249-0727-4c0a-bcac-6dd3ef581908,50g butter,butter
3177,4f98d249-0727-4c0a-bcac-6dd3ef581908,4 tbsp double cream,double cream
3178,fa2efd70-c91a-49b0-bb08-c56ecfb90e09,"350g self-raising flour, plus extra for dusting",self-raising flour
3179,fa2efd70-c91a-49b0-bb08-c56ecfb90e09,1 tsp bicarbonate of soda,tsp bicarbonate of soda
3180,fa2efd70-c91a-49b0-bb08-c56ecfb90e09,"85g butter, diced, plus extra to serve",85g butter
3181,fa2efd70-c91a-49b0-bb08-c56ecfb90e09,"200g extra-mature cheddar, grated",extra-mature cheddar
3182,fa2efd70-c91a-49b0-bb08-c56ecfb90e09,284ml pot buttermilk,pot buttermilk
3183,fa2efd70-c91a-49b0-bb08-c56ecfb90e09,"6 heaped tsp onion chutney, plus extra to serve",onion chutney
3184,4d77a371-a0f5-4f42-87fd-e5b98033f60b,1 tbsp olive oil,olive oil
3185,4d77a371-a0f5-4f42-87fd-e5b98033f60b,"1 onion, chopped",onion
3186,4d77a371-a0f5-4f42-87fd-e5b98033f60b,"350g pepper, deseeded and sliced",350g pepper
3187,4d77a371-a0f5-4f42-87fd-e5b98033f60b,1 tbsp ground cumin,cumin
3188,4d77a371-a0f5-4f42-87fd-e5b98033f60b,1 tbsp chilli powder,chilli powder
3189,4d77a371-a0f5-4f42-87fd-e5b98033f60b,1 tbsp sweet smoked paprika,sweet smoked paprika
3190,4d77a371-a0f5-4f42-87fd-e5b98033f60b,400g can kidney bean in chilli sauce,kidney bean
3191,4d77a371-a0f5-4f42-87fd-e5b98033f60b,"400g can mixed bean, drained",mixed bean
3192,4d77a371-a0f5-4f42-87fd-e5b98033f60b,400g can chopped tomato,tomato
3193,4d77a371-a0f5-4f42-87fd-e5b98033f60b,"rice, to serve (optional)","rice, to serve"
3194,8a20c6f0-427a-475b-8d4a-92d8dc117a43,10 dark chocolate digestive biscuit,chocolate digestive biscuit
3195,8a20c6f0-427a-475b-8d4a-92d8dc117a43,"50g butter, melted",butter
3196,8a20c6f0-427a-475b-8d4a-92d8dc117a43,"sunflower oil, for greasing",sunflower oil
3197,8a20c6f0-427a-475b-8d4a-92d8dc117a43,100g golden caster sugar,golden caster sugar
3198,8a20c6f0-427a-475b-8d4a-92d8dc117a43,"100g chestnut pieces, roughly chopped",chestnut
3199,8a20c6f0-427a-475b-8d4a-92d8dc117a43,435g can chestnut pur&#233;e,chestnut pur&#233;e
3200,8a20c6f0-427a-475b-8d4a-92d8dc117a43,200g icing sugar,icing sugar
3201,8a20c6f0-427a-475b-8d4a-92d8dc117a43,3 tbsp dark rum,dark rum
3202,8a20c6f0-427a-475b-8d4a-92d8dc117a43,300ml pot double cream,pot double cream
3203,8a20c6f0-427a-475b-8d4a-92d8dc117a43,140g golden caster sugar,golden caster sugar
3204,8a20c6f0-427a-475b-8d4a-92d8dc117a43,&#189; tsp vanilla extract,vanilla extract
3205,8a20c6f0-427a-475b-8d4a-92d8dc117a43,"300g tub soft cheese, beaten until smooth",300g tub soft cheese
3206,0eedd1ed-6679-42d7-8b76-5a149e45f7b6,"800g carrot, halved and cut on the diagonal into 1cm pieces",carrot
3207,0eedd1ed-6679-42d7-8b76-5a149e45f7b6,large knob of butter,butter
3208,0eedd1ed-6679-42d7-8b76-5a149e45f7b6,50g pine nut,pine nut
3209,0eedd1ed-6679-42d7-8b76-5a149e45f7b6,50g sultana,sultana
3210,0eedd1ed-6679-42d7-8b76-5a149e45f7b6,large pinch of sugar,sugar
3211,0eedd1ed-6679-42d7-8b76-5a149e45f7b6,"small handful parsley, chopped",parsley
3212,f1ac5c0a-7ef5-45e6-8c69-7e7a37ae4de9,4 x 150g thick line-caught skinless cod fillets,x 150g thick line-caught skinless cod fillets
3213,df99deed-dc89-4148-92c9-e26397b2402c,12 sheets filo pastry,filo pastry
3214,df99deed-dc89-4148-92c9-e26397b2402c,"100g butter, melted",butter
3215,df99deed-dc89-4148-92c9-e26397b2402c,"250g brie, cut into 18 chunky fingers",250g brie
3216,df99deed-dc89-4148-92c9-e26397b2402c,18 tsp cranberry sauce,tsp cranberry sauce
3217,df99deed-dc89-4148-92c9-e26397b2402c,"50g walnut, roughly chopped",walnut
3218,df99deed-dc89-4148-92c9-e26397b2402c,sprinkling of poppy seeds,poppy seeds
3219,53b30d56-b8a6-4750-9bd3-50790eab6f46,12 large beef or British veal meatball,beef veal meatball
3220,53b30d56-b8a6-4750-9bd3-50790eab6f46,"85g cheddar, grated",blank
3221,53b30d56-b8a6-4750-9bd3-50790eab6f46,6 mini roll,mini roll
3222,53b30d56-b8a6-4750-9bd3-50790eab6f46,few tbsp smoky barbecue sauce - chipotle if you can get it,blank
3223,53b30d56-b8a6-4750-9bd3-50790eab6f46,few small rings red onion,few small rings red onion
3224,53b30d56-b8a6-4750-9bd3-50790eab6f46,"few mini cornichons, sliced",mini cornichons
3225,a890cfb3-3e1d-4bac-acc0-dbc6470cb8fe,"300g green bean, trimmed",green bean
3226,a890cfb3-3e1d-4bac-acc0-dbc6470cb8fe,"2 garlic clove, sliced",garlic
3227,a890cfb3-3e1d-4bac-acc0-dbc6470cb8fe,2 tbsp olive oil,olive oil
3228,e27a5769-b0c8-4c2a-9ddf-38de99a2b0cd,32 mini meringues,mini meringues
3229,e27a5769-b0c8-4c2a-9ddf-38de99a2b0cd,300ml double cream,double cream
3230,e27a5769-b0c8-4c2a-9ddf-38de99a2b0cd,"2 tbsp icing sugar, plus extra for dusting",icing sugar
3231,e27a5769-b0c8-4c2a-9ddf-38de99a2b0cd,16 tsp sweetened chestnut pur&#233;e,tsp sweetened chestnut pur&#233;e
3232,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,250g ginger snap biscuit,ginger snap biscuit
3233,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,"100g butter, melted",butter
3234,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,250g ricotta,ricotta
3235,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,250g cream cheese,cream cheese
3236,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,200g soured cream,soured cream
3237,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,3 large egg,egg
3238,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,250g caster sugar,caster sugar
3239,bd470e7f-c525-444b-b2e1-0f6d4d163cfa,1 tbsp cornflour (see tip),cornflour
